Name,Longitude,Latitude
Chambers Lake,-105.852,40.597
Chapman,-106.637,39.309
Chapman Reservoir,-107.091,40.186
Chatfield State Park,-105.063,39.539
Cherry Creek State Park,-104.829,39.647
Cheyenne Mountain State Park,-104.809,38.738
Cimarron - Curecanti National Rec Area,-107.554,38.442
Cimarrona,-107.209,37.539
Clear Creek RV Park,-105.231,39.754
Clear Lake,-105.708,39.652
Coaldale,-105.804,38.334
Coffee Pot Spring,-107.204,39.676
Cold Spring,-106.642,38.767
Cold Springs,-107.119,40.03
Cold Springs,-105.497,39.842
Collbran - Cottonwood Lake,-107.957,39.081
Collegiate Peaks,-106.316,38.813
Colorado,-105.094,39.08
Columbine,-105.549,39.817
Columbine,-108.381,38.424
Comanche,-106.603,38.599
Comstock,-106.362,37.445
Conejos,-106.444,37.171
Cottonwood Lake,-106.292,38.782
Cove,-105.461,38.909
Cow Creek,-106.279,39.875
Crags,-105.12,38.871
Crawford State Park,-107.599,38.688
Crook - Browns Wildlife Area,-108.923,40.81
Crosho Lake Recreation Area,-107.052,40.17
Cross Creek,-106.65,37.581
Crow Valley,-104.343,40.644
Davenport,-105.071,38.055
Davis Springs,-106.231,39.838
Dearhamer,-106.738,39.361
Deep Lake,-107.302,39.772
Deer Creek,-105.554,39.508
Deer Lakes,-107.188,38.022
Deerlodge Park - Dinosaur National Monument,-108.523,40.45
Del Norte City Park,-106.353,37.683
Denver Creek,-106.079,40.255
Devils Head,-105.103,39.271
Dexter,-106.325,39.092
Difficult,-106.774,39.141
Dinner Station,-106.587,38.905
Divide Fork,-108.689,38.684
Dorchester,-106.663,38.965
Dowdy Lake,-105.557,40.791
Dry Gulch - Curecanti Area,-107.187,38.481
Dry Lake,-106.781,40.536
Duffy Mountain - Yampa River State Park,-107.896,40.435
Dumont Lake,-106.627,40.405
Dutch George,-105.444,40.697
Early Settlers - Vega State Park,-107.811,39.215
East Beach - Bonny Lake State Park,-102.17,39.613
East Cross Mountain - Yampa River State Park,-108.321,40.482
East Fork,-106.889,37.377
East Marvine,-107.426,40.011
East Portal - Curecanti National Rec Area,-107.65,38.525
Echo Lake - Idaho Springs,-105.593,39.658
Echo Park - Dinosaur National Monument,-108.983,40.525
Eggleston,-107.936,39.049
Elbert Creek,-106.418,39.152
Eleven Mile State Park,-105.503,38.937
Elk Creek,-106.368,37.126
Elk Creek - Curecanti Area,-107.167,38.466
Elk Wallow,-106.612,39.344
Elliott Creek,-106.325,39.874
Empire City RV Parking,-105.684,39.762
Erickson Springs,-107.264,38.958
Farish Military - USAF Academy,-104.994,39.01
Father Dyer,-106.352,39.276
Ferris Canyon,-108.647,37.618
Five Points - Arkansas Headwaters State Rec Area,-105.536,38.441
Flat Rocks,-105.086,39.326
Flatiron Reservoir,-105.233,40.372
Fleming RV Park,-102.845,40.681
Florida,-107.682,37.452
Foster Grove - Bonny Lake State Park,-102.22,39.614
Fourmile,-106.104,39.21
Freeman Reservoir,-107.421,40.762
Fruita - Colorado River State Park,-108.74,39.15
Fulford Cave,-106.658,39.492
Garfield,-106.302,38.547
Gates of Lodore - Dinosaur National Monument,-108.887,40.727
Geneva Park,-105.737,39.532
Georgetown Lake,-105.689,39.734
Glacier Basin - Rocky Mountain National Park,-105.596,40.33
Gold Creek,-106.574,38.655
Gold Park,-106.436,39.404
Goose Creek,-105.359,39.171
Gore Creek,-106.275,39.627
Gore Pass,-106.56,40.074
Gothic,-107.006,38.982
Graham Creek,-107.54,37.391
Grand View,-105.772,40.503
Granite,-106.691,40.496
Grape Creek - Temple Canyon Park,-105.316,38.407
Green Mountain,-105.356,39.326
Green Ridge,-105.844,40.206
Greenhorn Meadows Park,-104.846,37.936
Grizzly Creek,-106.599,40.557
Guanella Pass,-105.716,39.613
Gypsum,-106.952,39.651
Hahns Peak Lake,-106.997,40.84
Halfmoon,-106.432,39.501
Halfmoon East,-106.396,39.161
Halfmoon West,-106.397,39.158
Hall Valley,-105.805,39.483
Handcart,-105.802,39.482
Hansons Mill,-106.737,37.813
Happy Meadows,-105.362,39.015
Harvester Park,-102.624,40.646
Haviland Lake,-107.808,37.534
Hayden Creek,-105.823,38.33
Headquarters - Yampa River State Park,-107.311,40.49
Heaton Bay,-106.078,39.604
Hecla Junction - Arkansas Headwaters State Rec Area,-106.052,38.653
Hermit Park Open Space,-105.464,40.335
Hidden Lakes,-106.608,40.507
Hidden Valley,-107.133,38.041
Hideaway Park,-105.784,39.919
Highline Lake State Park,-108.836,39.27
Highway Springs,-106.685,37.622
Himes Peak,-107.272,40.028
Hinman Park,-106.834,40.749
Hornsilver,-106.366,39.472
Horseshoe,-106.096,39.9
Horseshoe,-106.086,39.202
Horseshoe,-107.113,40.035
House Creek,-108.535,37.516
Hovenweep National Monument,-109.071,37.383
Hugo City Park,-103.471,39.134
Idlewild,-105.778,39.904
Indian Creek,-105.098,39.381
Inlet Bay - Horsetooth Reservoir,-105.161,40.527
Irish Canyon,-108.734,40.826
Iron City,-106.338,38.709
Iron Springs,-108.164,38.317
Island Acres - James M. Robb - Colorado River State Park,-108.301,39.168
Island Lake,-108.011,39.032
Ivy Creek,-107,37.681
Jacks Gulch,-105.525,40.633
Jackson Creek,-105.089,39.251
Jackson Lake State Park,-104.093,40.385
Jefferson Creek,-105.853,39.433
Jumbo,-108.094,39.053
Junction Creek,-107.917,37.337
Juniper Breaks - Lake Pueblo State Park,-104.755,38.277
Juniper Canyon - Yampa River State Park,-107.953,40.47
Kelly Dahl,-105.498,39.932
Kelly Flats,-105.483,40.681
Kelsey,-105.265,39.306
Kenosha Pass,-105.761,39.414
Kiser Creek,-107.948,39.038
Kite Lake,-106.128,39.329
Kroeger,-108.077,37.376
La Vista - Lake Isabel,-105.059,37.984
Lake Creek,-105.662,38.265
Lake Fork,-106.477,37.309
Lake Fork - Curecanti Area,-107.323,38.455
Lake Hasty - John Martin State Park,-102.933,38.075
Lake Irwin,-107.108,38.881
Lakeview - Almont,-106.58,38.818
Lakeview - Twin Lakes,-106.366,39.098
Lincoln Gulch,-106.695,39.117
Little Mattie,-106.806,39.378
Little Maud,-106.813,39.375
Lodgepole - Almont,-106.662,38.761
Lodgepole - Jefferson,-105.843,39.423
Lone Rock,-105.235,39.252
Long Draw,-105.767,40.515
Longs Peak - Rocky Mountain National Park,-105.559,40.275
Lost Lake,-107.208,38.87
Lost Man,-106.625,39.122
Lost Park,-105.507,39.285
Lost Trail,-107.349,37.768
Lottis Creek,-106.627,38.776
Lower Beaver Creek,-106.676,37.616
Lower Narrows,-105.431,40.691
Lower Piedra,-107.343,37.242
Lowry,-106.031,39.623
Luders Creek,-106.584,38.181
Lynx Pass,-106.699,40.078
Main - Mancos State Park,-108.27,37.4
Marshall Park,-106.986,37.789
Marvine,-107.426,40.007
Marys Lake - USBR,-105.531,40.347
Matchless,-106.36,39.258
Matterhorn,-107.881,37.845
Mavreeso,-108.297,37.651
Maybell Bridge - Yampa River State Park,-108.033,40.501
Maybell City Park,-108.086,40.517
Mayqueen,-106.431,39.278
McClure,-107.872,38.059
McClure,-107.313,39.124
Mcdonald Flats,-106.238,39.851
Mcphee,-108.553,37.497
Meadow Lake,-107.543,39.817
Meadow Park,-105.274,40.223
Meadow Ridge,-104.986,38.978
Meadows,-106.724,40.373
Meeker City Park,-107.91,40.036
Meeker Park Overflow,-105.534,40.242
Meridian,-105.535,39.51
Michigan Creek,-105.883,39.411
Middle Mountain - Vallecito Reservoir,-107.536,37.409
Middle Quartz,-106.425,38.623
Mill Creek - Lake City,-107.39,37.906
Miller Creek,-107.661,37.405
Miracle Rock,-108.872,38.981
Miramonte Reservoir - SWA,-108.334,37.975
Mirror Lake - Almont,-106.432,38.747
Missile Site Park,-104.863,40.43
Mix Lake,-106.547,37.358
Mizpah,-105.792,39.776
Mogote,-106.235,37.065
Molas Lake Public Park,-107.683,37.749
Mollie B,-106.81,39.375
Molly Brown,-106.353,39.264
Molly Gulch,-105.344,39.194
Monarch Park,-106.325,38.516
Monument Lake Park,-105.047,37.207
Moraine Park,-105.6,40.358
Morefield - Mesa Verde National Park,-108.42,37.302
Mosca,-106.71,38.86
Mount Princeton,-106.224,38.714
Mountain Park,-105.467,40.682
Mud Springs,-108.739,38.905
Mueller State Park,-105.164,38.89
Narrows,-105.431,40.691
Navajo State Park,-107.418,37.004
Needle Creek Reservoir,-106.56,38.353
North Bank,-106.758,38.73
North Canyon - Vallecito Reservoir,-107.539,37.394
North Clear Creek,-107.139,37.836
North Cove - Bonny Lake State Park,-102.185,39.638
North Crestone Creek,-105.689,38.016
North Fork,-107.434,40.059
North Fork Poudre,-105.71,40.814
North Fork Reservoir,-106.32,38.612
North Fruita Desert,-108.702,39.331
North Michigan - State Forest State Park,-105.997,40.553
North Rim - Gunnison National Park,-107.709,38.586
North Sterling State Park,-103.265,40.796
Northern Plains - Lake Pueblo State Park,-104.78,38.275
Oak Creek,-105.269,38.296
Oak Point - Vega State Park,-107.789,39.231
Ohaver Lake,-106.143,38.428
Old Timers - Vallecito Reservoir,-107.56,37.377
Olive Ridge,-105.523,40.208
One Mile,-106.759,38.728
Ophir Creek,-105.107,38.061
Osprey,-105.177,39.349
Ouzel,-105.188,39.32
Painted Rocks,-105.105,39.084
Palisade - South Fork,-106.765,37.751
Palisades Senior RV Park,-106.946,38.547
Paonia State Park,-107.348,38.987
Park Creek - South Fork,-106.729,37.592
Parry Peak,-106.41,39.068
Pawnee,-105.569,40.079
Peaceful Valley,-105.506,40.131
Peak One,-106.071,39.584
Pearl Lake State Park,-106.892,40.789
Penitente Canyon,-106.282,37.843
Peregrine Pines Military - USAF Academy,-104.84,39.006
Pine Cove,-106.069,39.588
Pine Point - Vallecito Reservoir,-107.535,37.4
Pine River,-107.505,37.447
Pines,-106.008,40.492
Pinewood Reservoir,-105.283,40.364
Pinon - Lathrop State Park,-104.831,37.617
Pinyon Flats - Sand Dunes National Monument,-105.505,37.745
Pioneer - Vega State Park,-107.813,39.212
Pioneer Park,-106.103,40.079
Pioneer Park,-103.246,40.626
Pitkin,-106.5,38.61
Platte River,-105.204,39.294
Point - John Martin State Park,-102.959,38.085
Ponderosa - Curecanti Area,-107.303,38.521
Portal,-106.612,39.076
Poso,-106.427,37.908
Prairie Point,-106.232,39.843
Prospector,-106.043,39.6
Pumphouse,-106.492,39.996
Purgatoire,-105.11,37.253
Purgatory,-107.807,37.629
Quartz,-106.469,38.638
Rabbit Valley,-109.021,39.172
Railroad Bridge - Arkansas Headwaters State Rec Area,-106.142,38.869
Rainbow Lakes,-105.571,40.01
Rangely Camper Park,-108.789,40.089
Ranger Lakes - State Forest State Park,-105.971,40.503
Red Bridge,-107.225,38.322
Red Creek - Curecanti Area,-107.23,38.479
Redstone,-107.229,39.201
Reverends Ridge - Golden Gate State Park,-105.45,39.878
Ridgway State Park,-107.736,38.214
Rifle Falls State Park,-107.699,39.676
Rifle Gap State Park,-107.751,39.633
Rifle Mountain County Park,-107.687,39.731
Rincon - Arkansas Headwaters State Rec Area,-105.877,38.473
Rio Blanco Lake Area - SWA,-108.21,40.092
Rio Grande,-107.012,37.763
Rito Hondo,-107.177,37.891
River Hill,-107.23,37.73
Rivers End,-106.569,38.858
Riverside,-105.375,38.96
Riverside RV Park,-103.8,40.267
Road Canyon,-107.193,37.755
Robbers Roost,-105.756,39.834
Rock Creek - Monte Vista,-106.332,37.469
Rosy Lane,-106.747,38.731
Round Mountain,-105.433,39.03
Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754
Saddlehorn - Colorado National Monument,-108.732,39.121
San Luis State Park,-105.735,37.668
Sawmill Creek,-107.331,40.758
Sawmill Gulch,-106.057,40.228
Seedhouse,-106.768,40.774
Selkirk,-105.951,39.372
Sheriffs Reservoir,-107.138,40.142
Sig Creek,-107.884,37.634
Silver Bar,-106.884,39.158
Silver Bell,-106.895,39.143
Silver Dollar,-106.354,39.26
Silver Jack,-107.538,38.236
Silver Queen,-106.901,39.13
Silver Thread,-107.156,37.828
Sleeping Elephant,-105.774,40.683
Slumgullion,-107.225,37.985
Snowblind,-106.415,38.521
Snowslide,-108.08,37.363
Soap Creek,-107.316,38.547
South Bay - Horsetooth Reservoir,-105.154,40.509
South Beach - Yampa River State Park,-107.554,40.495
South Fork,-106.029,39.796
South Fork,-107.534,39.867
South Meadows,-105.092,39.065
South Mineral,-107.775,37.806
South Rim - Gunnison National Park,-107.688,38.544
South Shore - Trinidad Lake State Park,-104.564,37.133
Southside - Lake Isabel,-105.056,37.983
Spectacle Lake,-106.439,37.168
Spillway,-105.469,38.907
Spring Creek,-106.767,38.75
Springdale,-105.022,38.998
Springer Gulch,-105.429,38.93
Spruce,-107.117,38.047
Spruce Grove - Lake George,-105.462,39.138
Spruce Grove - Mesa,-108.083,39.05
St. Charles,-105.066,37.981
St. Louis Creek,-105.861,39.923
St. Vrain State Park,-104.999,40.161
Stagecoach State Park,-106.866,40.285
Standley Lake,-105.127,39.875
Steamboat Lake State Park,-106.964,40.814
Stevens Creek - Curecanti Recreation Area,-107.092,38.487
Stillwater,-105.887,40.18
Stone Cellar,-106.677,38.019
Storm King,-106.431,37.959
Stove Prairie,-105.396,40.684
Stunner,-106.574,37.378
Sugar Loaf,-106.023,39.789
Summit Lake,-106.684,40.545
Sunset Point,-105.876,40.147
Sunshine,-107.89,37.889
Supply Basin,-107.32,39.759
Sweetwater Lake,-107.161,39.797
Swinging Bridge - Browns Wildlife Area,-109.039,40.836
Sylvan Lake State Park,-106.734,39.48
Tabor,-106.356,39.275
Target Tree,-108.187,37.341
Taylor Canyon,-106.766,38.727
Teal,-107.229,37.51
Teal Lake,-106.605,40.585
Telluride Town Park,-107.806,37.935
The Crags - State Forest State Park,-105.89,40.502
The Gate,-107.259,38.248
Thirtymile,-107.258,37.724
Thistledown,-107.694,38.002
Three Forks,-107.694,39.764
Thunder Ridge,-104.983,38.977
Tigiwon,-106.422,39.523
Timber Creek - Rocky Mountain National Park,-105.852,40.379
Tom Bennett,-105.583,40.575
Trail Creek,-105.179,39.119
Transfer,-108.209,37.468
Transfer Park,-107.681,37.462
Trappers Lake,-107.24,39.993
Trout Creek,-107.096,40.241
Trujillo Meadows,-106.449,37.047
Tucker Ponds,-106.761,37.494
Tunnel,-105.858,40.674
Turkey Creek Military - Fort Carson,-104.882,38.609
Twin Eagles,-105.478,39.153
Twin Lake,-107.842,39.065
Twin Peaks,-106.421,39.067
Union Reservoir,-105.047,40.174
Upper Beaver Creek,-106.677,37.606
Upper Colorado Rec Area,-107.071,39.663
Upper Narrows,-105.431,40.691
Ute,-107.273,37.215
Vallecito,-107.547,37.478
Vaughn Lake,-107.261,40.134
Wagon Wheel - Bonny Lake State Park,-102.185,39.608
Walton Creek,-106.685,40.381
Ward Lake,-107.979,39.04
Weir and Johnson,-107.831,39.066
Weller,-106.72,39.121
West - Mancos State Park,-108.265,37.409
West Chicago Creek,-105.657,39.679
West Dolores,-108.276,37.66
West Fork,-106.903,37.445
West Lake,-105.568,40.79
Weston Pass,-106.136,39.078
White Owl,-107.3,39.747
White Star,-106.367,39.09
Whiteside,-105.694,39.482
Wigwam,-105.266,39.242
Wildhorn,-105.253,39.055
Williams Creek,-107.336,37.922
Williams Creek - Pagosa Springs,-107.224,37.495
Williams Fork Reservoir - SWA,-106.217,40.009
Willow Creek,-105.951,40.144
Willows,-106.309,39.889
Wolcott,-106.676,39.7
Wolf Creek,-106.887,37.441
Woods Lake,-108.055,37.885
Wupperman,-107.287,37.973
Wye,-104.94,38.737
Yeoman Park,-106.678,39.502
Yucca - Lathrop State Park,-104.833,37.601
Aeroplane Mesa,-108.442,33.418
Agua Piedra,-105.529,36.135
Aguirre Springs,-106.56,32.372
Alamo Peak Road,-105.812,32.873
Angel Peak,-107.872,36.56
Angostura,-105.483,36.107
Apache,-105.729,32.967
Apache Creek,-108.623,33.832
Armijo Springs,-108.566,34.091
Aspen Basin,-105.805,35.794
Bear Canyon,-111.731,39.788
Ben Lilly,-108.593,33.397
Big Arsenic Springs - Wild Rivers Rec Area,-105.681,36.676
Big Horn,-108.887,33.324
Big Tesuque,-105.809,35.769
Black Canyon,-105.837,35.726
Black Canyon Upper,-108.033,33.185
Bluewater Lake State Park,-108.107,35.302
Borrego Mesa,-105.773,35.979
Bosque,-106.404,34.763
Bottomless Lakes State Park,-104.338,33.344
Brantley Lake State Park,-104.381,32.564
Buzzard Park,-107.217,36.881
Caballo Lake State Park,-107.312,32.907
Cabresto Lake,-105.498,36.748
Calaveras,-106.709,35.93
Camp Asaayi,-108.93,35.98
Canjilon Lakes,-106.344,36.549
Capilla,-106.402,34.698
Capulin,-105.48,36.37
Cebolla Mesa,-105.689,36.64
Chaparral City Park,-103.337,32.939
Cherry Creek,-108.225,32.915
Chicosa Lake State Park,-104.156,36.035
Cimarron,-105.205,36.77
Cimarron Canyon State Park,-105.134,36.546
City of Rocks State Park,-107.976,32.59
Clayton Lake State Park,-103.301,36.573
Clear Creek,-106.828,35.997
Coalmine Canyon,-107.701,35.233
Cochiti - Cochiti Lake,-106.333,35.642
Columbine,-105.514,36.68
Comales,-105.59,36.161
Coronado,-106.558,35.329
Cottonwood,-108.893,33.619
Cottonwood - Navajo Lake State Park,-107.677,36.811
Cove - Quemado Lake,-108.491,34.137
Cow Creek,-105.64,35.671
Cowles,-105.664,35.813
Coyote Creek State Park,-105.233,36.188
Cuchillo,-105.533,36.56
Dark Canyon Dispersed,-104.346,32.294
Datil Well,-107.858,34.155
Deerhead,-105.743,32.944
Dipping Vat,-108.498,33.422
Dunes OHV Vehicle RA,-108.241,36.707
Duran,-105.477,36.135
Eagle Creek Lakes,-105.753,33.389
Echo Amphitheater,-106.526,36.36
El Aguaje - Wild Rivers Rec Area,-105.673,36.666
El Caso - Quemado Lake,-108.471,34.138
El Morro National Monument,-108.336,35.037
El Porvenir,-105.412,35.71
El Rito,-106.254,36.402
El Vado Lake State Park,-106.738,36.614
Elephant Butte Lake State Park,-107.209,33.181
Elephant Rock,-105.449,36.708
Escondida Lake Park,-106.89,34.124
EV Long,-105.421,35.698
Fawn Lakes,-105.458,36.706
Fenton Lake State Park,-106.728,35.884
Field Tract,-105.695,35.688
Forks,-108.207,33.184
Fourth Of July,-106.382,34.793
Gallinas - Lower,-107.844,32.887
Gallinas - Upper,-107.823,32.9
Gallo - Chaco Culture National Park,-107.86,36.051
Glorieta,-105.799,35.652
Goat Hill,-105.541,36.689
Grapevine,-108.206,33.179
Hackberry Lake OHV,-103.969,32.57
Harry McAdams Park,-103.208,32.77
Haystack Mt OHV Area,-104.183,33.674
Head Of Ditch,-108.991,33.818
Heron Lake State Park,-106.657,36.694
Hillsboro City RV Park,-107.57,32.921
Hodges,-105.639,36.114
Holloman AFB Military,-106.073,32.831
Holy Ghost,-105.701,35.773
Holy Ghost,-106.922,35.721
Hoosier Canyon,-105.625,32.762
Hopewell Lake,-106.237,36.704
Hyde Memorial State Park,-105.836,35.734
Ignacio Chavez SMA Dispersed,-107.183,35.567
Iron Creek,-107.804,32.909
Iron Gate,-105.62,35.84
Isleta Lake RV,-106.676,34.942
Italianos,-105.496,36.586
Jacks Creek,-105.655,35.839
Jackson Park - Pie Town,-108.134,34.299
Jal City Park,-103.19,32.099
James Canyon,-105.504,32.905
Jemez Falls,-106.608,35.825
Joe Skeen Campground - El Malpais NCA,-107.821,34.944
John F Kennedy,-106.468,34.671
Junebug,-105.436,36.708
Juniper - Bandelier National Monument,-106.279,35.796
Juniper - Quemado Lake,-108.486,34.136
Kingston,-107.701,32.918
Kirtland AFB Military,-106.54,35.055
La Junta - Wild Rivers Rec Area,-105.685,36.657
La Sombra,-105.476,36.368
Laguna Larga,-106.109,36.884
Las Conchas,-106.525,35.815
Las Petacas,-105.521,36.382
Leasburg Dam State Park,-106.915,32.489
Little Arsenic Springs,-105.68,36.666
Lobo Canyon,-107.72,35.202
Los Pinos,-106.176,36.957
Lower Hondo,-105.548,36.549
Lower Karr Canyon,-105.813,32.899
Lower Lagunitas,-106.323,36.885
Manzano Mountains State Park,-106.361,34.603
McCrystal,-105.118,36.778
McGaffey,-108.523,35.371
McMillan,-108.214,32.925
Mesa,-108.159,33.034
Mescalero Sands North Dunes OHV Area,-103.87,33.408
Mills Canyon,-104.377,36.048
Mine Canyon - Ute Lake State Park,-103.446,35.339
Monjeau,-105.73,33.432
Montoso - Wild Rivers Rec Area,-105.68,36.668
Morphy Lake State Park,-105.398,35.942
New Canyon,-106.409,34.671
Nichols Canyon - Gila Lower Box Canyon,-108.827,32.632
North - Ute Lake State Park,-103.453,35.356
North Area - Conchas Lake State Park,-104.186,35.426
North Lake - Santa Cruz Lake,-105.913,35.98
Oak Grove,-105.747,33.396
Oasis State Park,-103.349,34.256
Ojito Wilderness,-106.838,35.506
Ojo Redondo,-108.109,35.159
Oliver Lee State Park,-105.915,32.745
Orilla Verde Rec Area,-105.779,36.293
Overlook - Santa Cruz Lake,-105.918,35.964
Paliza,-106.626,35.704
Pancho Villa State Park,-107.641,31.825
Panchuela,-105.664,35.83
Parks Ranch,-104.407,32.11
Percha Dam State Park,-107.306,32.869
Pine River - Navajo Lake State Park,-107.62,36.822
Pines,-105.737,32.968
Pinon - Quemado Lake,-108.482,34.139
Prestridge Hill / Hay Canyon,-105.639,32.813
Pueblo Park,-108.961,33.593
Quaking Aspen,-108.54,35.406
Railroad Canyon,-107.817,32.909
Rampy Park,-103.313,33.259
Red Canyon,-106.411,34.622
Red Cloud,-105.756,34.21
Red Rock Park,-108.606,35.538
Redondo,-106.624,35.86
Riana - Abiquiu Reservoir,-106.427,36.247
Rio Chama,-106.673,36.355
Rio De Las Vacas,-106.806,35.997
Rio Puerco,-106.723,36.101
Rockhound State Park,-107.613,32.186
Rogers - Logan - Windy - Ute Lake State Park,-103.489,35.367
Saddle,-105.726,32.971
San Antonio-Jemez Springs,-106.646,35.887
Santa Barbara,-105.61,36.089
Santa Rosa Lake State Park,-104.668,35.03
Scorpion - Gila Cliff Dwelllings,-108.258,33.23
Senator Willie Chavez Park,-106.741,34.652
Seven Springs,-106.685,35.934
Silver,-105.725,32.973
Silver Overflow,-105.723,32.976
Sims Mesa - Navajo Lake State Park,-107.587,36.83
Skyline,-105.733,33.42
Sleepy Grass,-105.725,32.944
South Area - Conchas Lake State Park,-104.191,35.377
South Fork,-105.753,33.449
South Fork Negrito,-108.587,33.53
Southside - Ute Lake State Park,-103.446,35.339
Springtime,-107.404,33.575
Stone Lake,-106.88,36.729
Storrie Lake State Park,-105.232,35.658
Sugarite Canyon State Park,-104.379,36.938
Sumner Lake State Park,-104.401,34.611
Taos Junction,-105.741,36.334
Tererro - State Fish and Game,-105.675,35.742
Tetilla Peak - Cochiti Lake,-106.305,35.647
The Pecos River Corridor - Dispersed,-104.01,32.065
Three Rivers,-105.884,33.401
Three Rivers Petroglyph National Rec Site,-106.014,33.343
Trout Lakes,-106.382,36.609
Twining,-105.451,36.596
Upper End,-108.154,33.027
Upper Fir,-105.731,32.97
Upper Karr Canyon,-105.781,32.881
Upper La Junta,-105.456,36.148
Upper Lagunitas,-106.321,36.886
Valley of Fires,-105.92,33.685
Villanueva State Park,-105.355,35.266
Vista Linda - Jemez Springs,-106.721,35.717
Volunteer Park Travel Military,-106.491,32.377
Wall Lake,-108.082,33.35
Water Canyon,-107.131,34.024
Westlake,-105.745,33.456
Willow Creek,-108.579,33.401
Wolf Hollow,-108.198,33.423
Wrights Cabin,-107.781,32.913
8 Mile Rd Boondocking - Lake Mead National Rec Area,-114.822,36.133
Angel Creek,-115.051,41.029
Angel Lake,-115.086,41.026
Baker Creek - Great Basin National Park,-114.24,38.987
Barley Creek,-116.639,38.655
Beaver Dam State Park,-114.081,37.514
Berlin - Ichthyosaur State Park,-117.595,38.869
Berry Creek,-114.643,39.349
Big Bend,-115.7,41.766
Big Bend of the Colorado Rec Area,-114.64,35.116
Big Creek,-117.137,39.346
Bird Creek Recreation Area,-114.653,39.463
Bob Scott,-116.997,39.458
Boulder Beach RV - Lake Mead National Rec Area,-114.799,36.035
Boxcar Canyon Boondocking - Lake Mead National Rec Area,-114.783,36.121
Callville Bay - Lake Mead National Rec Area,-114.728,36.138
Cathedral Gorge State Park,-114.415,37.821
Cave Lake State Park,-114.694,39.191
Cherry Creek,-115.624,38.155
Cleve Creek,-114.558,39.219
Columbine,-117.376,38.9
Cottonwood Cove - Lake Mead National Rec Area,-114.688,35.491
Crawdad Cove Boondocking - Lake Mead National Rec Area,-114.798,36.127
Davis Creek,-119.833,39.305
Dayton State Park,-119.587,39.252
Desert Creek,-119.34,38.621
Desert Eagle RV Military - Nellis AFB,-115.053,36.249
Dolomite,-115.682,36.308
East Creek,-114.639,39.497
Echo Bay - Lake Mead National Rec Area,-114.437,36.309
Echo Canyon Reservoir State Park,-114.269,37.913
Fallon RV Military,-118.721,39.427
Fletcher View,-115.618,36.263
Fort Churchill State Park,-119.272,39.292
Gap Mountain,-115.051,38.328
Government Wash Boondocking - Lake Mead National Rec Area,-114.837,36.131
Hickison Petroglyth,-116.751,39.45
Hilltop,-115.607,36.311
Illipah Reservoir,-115.388,39.335
Indian Creek,-119.784,38.746
Jack Creek,-116.063,41.514
Jarbidge,-115.429,41.863
Kalamazoo,-114.587,39.567
Kershaw - Ryan State Park,-114.524,37.589
Kingston,-117.141,39.225
Kyle Canyon,-115.607,36.263
Lahontan Reservoir State Rec Area 1,-119.201,39.378
Lahontan Reservoir State Rec Area 2,-119.061,39.464
Las Vegas Bay - Lake Mead National Rec Area,-114.872,36.128
Lower Lehman - Great Basin National Park,-114.238,39.017
Lye Creek,-117.561,41.686
McWilliams,-115.683,36.309
Meadow Valley,-114.207,38.008
Mill Creek,-116.995,40.356
Mount Rose,-119.892,39.313
Nevada Beach,-119.953,38.981
Old Mill,-115.679,36.32
Onion Valley Reservoir - Pine Forest RMA,-118.745,41.69
Pahranegat NWR,-115.121,37.3
Peavine,-117.303,38.616
Pine Creek,-115.426,41.836
Pine Creek,-116.85,38.795
Pioche City Park,-114.451,37.937
Red Rock Canyon,-115.384,36.13
Ruby Lake,-115.476,40.254
Rye Patch State Park,-118.311,40.469
San Juan Creek,-117.275,39.12
Sand Mountain,-118.405,39.295
Sawmill,-115.43,41.885
Silver Springs Beach - Lahotan State Park,-119.189,39.377
South Fork Reservoir,-115.741,40.664
South Ruby,-115.496,40.176
Sportsman Paradise,-114.575,35.195
Sportsmans Beach,-118.769,38.692
Spring Valley State Park,-114.203,38.024
Tabor Creek,-115.149,41.482
Tamarack,-118.763,38.747
Thomas Canyon,-115.405,40.65
Timber Creek,-114.632,39.401
Topaz Lake,-119.522,38.696
Toquima Caves,-116.791,39.184
Upper Lehman - Great Basin National Park,-114.254,39.013
Valley of Fire State Park,-114.518,36.43
Virgin Valley Camp,-119.005,41.855
Walker Lake,-118.77,38.691
Ward Charcoal Ovens State Park,-114.849,39.038
Ward Mountain,-114.968,39.212
Washoe Lake State Rec Area,-119.763,39.241
Water Canyon,-117.675,40.93
Wheeler Peak - Great Basin National Park,-114.303,39.011
White River,-115.341,38.944
Wild Horse Crossing,-115.893,41.724
Wild Horse Rec Area 1,-115.801,41.669
Wild Horse Rec Area 2,-115.808,41.68
Wild Horse Rec Area 3,-115.82,41.691
Wild Horse Rec Area 4,-115.81,41.686
Wilson Canyon,-119.221,38.809
Zunino/Jiggs Reservoir,-115.656,40.46
Adelaide,-112.364,38.754
Albion Basin,-111.612,40.577
Anderson Cove,-111.787,41.25
Anderson Meadow,-112.432,38.211
Antelope Flat - Flaming Gorge,-109.551,40.965
Antelope Island State Park,-112.25,41.058
Aspen,-110.847,40.497
Aspen Grove,-111.037,40.12
Avintaquin,-110.776,39.885
Baker Dam,-113.642,37.377
Balsam,-111.402,40.198
Barker Reservoir Area,-111.829,37.92
